Tweets,Relevance
"Thu Mar 26 15:21:10 +0000 2015 ""I've been an iron worker for 20yrs. Once a car struck behind my work truck &amp; I was thrown to the ground &amp; broke my ribs"" Charlie",Non-Relevant
Thu Mar 26 15:20:28 +0000 2015 Meet Charlie.  Bridge Defender. Father.     ,Non-Relevant
Thu Mar 26 14:22:13 +0000 2015  Meeting was open to Community Advisory Committee members  Pls contact DOT Press Office with other questions,Non-Relevant
"Thu Mar 26 12:21:23 +0000 2015 Due to Fog, the  will be operating on a modified schedule (approx every 20 min) for the remainder oftoday's am rush.",Non-Relevant
Wed Mar 25 21:55:03 +0000 2015   Pls share your transportation suggestions with DOT's Boro Comm office:,Non-Relevant
Wed Mar 25 21:50:58 +0000 2015  Thx for riding the  DOT Boro Comm offices are available to address transpo/safety concerns:,Non-Relevant
Wed Mar 25 20:47:04 +0000 2015  enjoyed giving a tour of our projects to CORO group. Thx  for speaking!    ,Non-Relevant
Wed Mar 25 17:39:03 +0000 2015  rides the  in the 1st batch of special NYC comic book covers by Marvel.  ,Non-Relevant
Wed Mar 25 15:45:50 +0000 2015 Join us for 5.5mi bike ride to  4/18 w/free tour by park ranger   ,Non-Relevant
"Wed Mar 25 14:28:08 +0000 2015  Structures under operation of NYC DOT are non-tolled, perhaps you're thinking of the recent MTA fare/toll increase?",Non-Relevant
Wed Mar 25 14:22:17 +0000 2015  Here's the form to file a vehicular property damage claim with the NYC Comptroller's office:,Non-Relevant
Wed Mar 25 14:18:28 +0000 2015  Pls check with  regarding your taxi ride. You may find helpful info on their website:,Non-Relevant
Wed Mar 25 14:14:08 +0000 2015 And please report potholes on  highways (i.e. Jackie Robinson Pkwy) to  by calling 800-POTHOLE,Non-Relevant
"Wed Mar 25 14:11:51 +0000 2015 Pls report potholes to  via DM/ph/app MT  ""N/b FDR right lane near 96 street, approach 2 jackie robinson pwky cypress hill """,Non-Relevant
Wed Mar 25 13:25:59 +0000 2015 NYC DOT  this AM at Allen/Rivington. See a pothole? Pls report it to  ,Non-Relevant
Tue Mar 24 21:51:40 +0000 2015 To clarify:  notice was about today's three 15min bridge closures. Bike lane construction is scheduled for end of April,Relevant
Tue Mar 24 21:18:16 +0000 2015 Today we've unveiled the design concept of main road bus lanes for  on   ,Non-Relevant
Tue Mar 24 19:35:35 +0000 2015  Please report street surface location &amp; condition to  by calling or reporting online here:,Non-Relevant
Tue Mar 24 18:59:14 +0000 2015  E/B upper level FULLY CLOSED Sun 3/29 12:01am-8am &amp; 9pm-5am Mon. One Lane closed on E/B lower level.,Relevant
Tue Mar 24 18:06:16 +0000 2015   Pls report faded crosswalk location to  thank you!,Non-Relevant
"Tue Mar 24 15:42:05 +0000 2015 Recently a driver hit this attenuator on the GCP; bc this equipment did it's job, our work crews were safe.  ",Non-Relevant
Tue Mar 24 15:21:57 +0000 2015 85% of those killed in work zones are motorists or passengers. Please slow down   ,Non-Relevant
Tue Mar 24 15:15:57 +0000 2015  joins us to invite all New Yorkers to keep everyone safe   ,Non-Relevant
Tue Mar 24 15:12:56 +0000 2015    ,Non-Relevant
Tue Mar 24 15:09:39 +0000 2015 Joined with     we are about to discuss   ,Non-Relevant
Tue Mar 24 14:02:41 +0000 2015 Save the date:  Open House 3/30 (6-8pm) for  at  (144 W 125th St)  ,Non-Relevant
Tue Mar 24 13:10:40 +0000 2015 Lane closures week of 3/30 on  btn 10PM-5AM to clean drainage system. More info,Relevant
"Tue Mar 24 13:02:44 +0000 2015 Meet Bradford:   ""I want those driving past [my fianc] to know h'es committed to his job""",Non-Relevant
Mon Mar 23 21:59:52 +0000 2015 Meet Anita:   Please look out for her in work zones.   ,Non-Relevant
Mon Mar 23 20:45:07 +0000 2015 (2/2) Tmrw btn 10am-2pm contractor will conduct  openings 3x/15min each re dedicated  project,Relevant
Mon Mar 23 20:44:56 +0000 2015 (1/2) Get info about  dedicated bike path project &amp; improved bike access at  ,Non-Relevant
Mon Mar 23 18:02:12 +0000 2015 Reminder 2 lanes closed S/B  over  early AM's 3/24+3/25 to replace gear motor,Relevant
Mon Mar 23 17:10:55 +0000 2015 Post  Restoration  update: Trenching across park path 3/26-4/30; ped access maintained,Non-Relevant
"Mon Mar 23 15:58:09 +0000 2015  DOT takes this seriously: please report your findings to our official correspondence, select ""employee"":",Non-Relevant
Mon Mar 23 15:15:10 +0000 2015 Today begins National Work Zone Awareness Week. Please give road crews a brake while they improve your ride.  ,Non-Relevant
Mon Mar 23 15:06:26 +0000 2015  Pls report road conditions to both  &amp;  - Horace Harding Expwy is owned by,Non-Relevant
Mon Mar 23 15:00:17 +0000 2015  Call  to report broken manhole cover. NYC Comptroller's vehicular property damage claim form,Non-Relevant
Mon Mar 23 14:56:08 +0000 2015  You may also report pothole location with photo to  via their free app if you have trouble with DM.,Non-Relevant
"Mon Mar 23 14:50:48 +0000 2015 Pls report pothole to  via DM, ph or 311 App. MT  ""Whoa, pothole Flatbush btn Sterling Pl/8th Ave)""",Non-Relevant
"Mon Mar 23 14:37:24 +0000 2015  Report reckless driving to 911 &amp; per  web ""pls contact us 718-777-5111, 855-269-2247, feedback""",Non-Relevant
"Mon Mar 23 14:31:35 +0000 2015  Pls report pothole location to  via DM, free app, calling 311 or  ",Non-Relevant
Mon Mar 23 14:24:37 +0000 2015    Thx for the suggestion! Pls share it with the Bk Borough Commissioner's office,Non-Relevant
Mon Mar 23 14:14:42 +0000 2015 Due to water main break in the area outside of the   restrooms are down until further notice.,Non-Relevant
Mon Mar 23 14:08:47 +0000 2015  Pls report sidewalk condition to  here  &amp; Thx for the pic of accessibility icon at the bus stop!,Non-Relevant
"Mon Mar 23 13:59:37 +0000 2015 Report to  so contractor is notified asap MT  ""trench dug ft. Wash Ave/190 st. Subway. No flag man""",Non-Relevant
Mon Mar 23 13:45:42 +0000 2015  routine monthly testing Wed 3/25 btn 10am-2pm; bridge will be closed for up to 15min at a time,Relevant
Mon Mar 23 13:44:35 +0000 2015   (2/2) We've repaired 158k potholes this winter  Help by reporting locations to...,Non-Relevant
"Mon Mar 23 13:42:33 +0000 2015   (1/2) Pls report potholes to  via DM, phone, free app or online",Non-Relevant
"Mon Mar 23 13:39:59 +0000 2015 Pls report potholes to  via DM. MT  ""potholes ... outside of  mall in flushing""",Non-Relevant
Sun Mar 22 19:01:43 +0000 2015 Reminder:  staircase to  promenade closed tmrw &amp; Tues from 1am-6am,Relevant
Fri Mar 20 20:32:48 +0000 2015  Generally means a vessel departure every 20 mins  subject to last minute changes/cancellations,Non-Relevant
"Fri Mar 20 20:26:07 +0000 2015 DYK you can DM  to report a NYC pothole? MT  ""...permapuddle on Sterling &amp; Bedford has evolved into a pothole...""",Non-Relevant
Fri Mar 20 20:22:15 +0000 2015  overnight detour to Mn-bound traffic tonight (midnight-Sat 7am). No closures Sat/Sun. Learn more,Relevant
Fri Mar 20 20:04:59 +0000 2015 Due to reduced visibility  operating on modified schedule during PM rush hour. Pls allow enough time for travel.,Non-Relevant
Fri Mar 20 18:05:09 +0000 2015  over  will have 2 lanes closed in either direction 2x a week from 12:01-5am thur 5/29,Relevant
Fri Mar 20 17:58:03 +0000 2015  alert: Depending on how the weather progresses  schedule may be modified for PM rush hour. Updates here/FB/email,Non-Relevant
Fri Mar 20 14:37:04 +0000 2015 Getting a helping hand to break ground on      ,Non-Relevant
"Fri Mar 20 14:24:58 +0000 2015  Project will turn W175th St into 14,000sqft of pedestrian space for   ",Non-Relevant
Fri Mar 20 14:19:19 +0000 2015  creates permanent outdoor amenity &amp; focal point 4  community   ,Non-Relevant
Fri Mar 20 14:12:27 +0000 2015  &amp;    announce   Project  175th btn Broadway &amp; Wadsworth,Non-Relevant
Thu Mar 19 22:58:18 +0000 2015 Join DOT &amp;  tonight to discuss  for B46 Utica Ave. Come by now thru 8pm at Kingsbrook Hospital Ballroom,Non-Relevant
Thu Mar 19 19:53:31 +0000 2015 Join us &amp;  for a  Open House on 3/30 (6-8pm) for  at  (144 W 125th St),Non-Relevant
Thu Mar 19 18:31:01 +0000 2015 Riding B46 home tonight? Come by 585 Schenectady btn 6-8pm &amp; discuss bus stop locations for B46 SBS w/DOT &amp;  ,Non-Relevant
"Thu Mar 19 17:43:39 +0000 2015 Pls call 311 to report the location  MT  ""Traffic light rotated i/f/o 360 Adams St in Bklyn..cars can't see the light""",Non-Relevant
Thu Mar 19 17:02:22 +0000 2015  staircase entrance to  Promenade closed nightly 11pm-6am btn 3/19-3/26,Relevant
Thu Mar 19 15:01:43 +0000 2015 Expect late night lane closures 3/23-4/30 N/B  Drive to repair overhead concrete &amp; expand protective shielding,Relevant
"Wed Mar 18 20:35:21 +0000 2015 Structural repairs continue   thru 4/30. 1 n/b lane closed 2 nights a week, 11pm-5am",Relevant
Wed Mar 18 20:35:10 +0000 2015   Pls report a street blocked by construction to  by calling or reporting online:,Non-Relevant
Wed Mar 18 20:33:52 +0000 2015  DOT is working with Parks to get this section repaved; currently on hold as pier gets rebuilt,Non-Relevant
Wed Mar 18 20:30:37 +0000 2015 NYCDOT will host an  Forum on Wed 4/1 5:30-7pm. RSVP here,Non-Relevant
Wed Mar 18 19:06:42 +0000 2015  (2/2) Check out the plan for the greenway gateway &amp; bike connections here:,Non-Relevant
Wed Mar 18 19:06:19 +0000 2015   (1/2) The curb cut at the underpass has been delayed due to water main work near project site.,Non-Relevant
Wed Mar 18 19:02:23 +0000 2015  Parking rates vary across 5 boros. Commercial parking meters r $4 for 1hr or $9 for 2hr. Meters do not accept partial payment,Non-Relevant
Wed Mar 18 18:45:45 +0000 2015 Reminder:  pedestrian /  partial lane obstruction Thurs/Fri (11pm-6am) for preventative maintenance work,Non-Relevant
Wed Mar 18 18:01:57 +0000 2015  staircase to  promenade closed early AM's 3/23 + 3/24 (1-6am),Relevant
Wed Mar 18 17:15:46 +0000 2015 Update: Lane closures 3/19-3/25 M-F10am-2pm  near 88th St  Bridge  ,Relevant
Wed Mar 18 17:01:16 +0000 2015 (1/2)  E127th St: Tree removal this wk along HRD &amp; Crack is Wack Park for construction staging area,Relevant
"Wed Mar 18 17:01:04 +0000 2015 (2/2)  E127th St: 3/23 Begin construction staging area install, partial Crack is Wack Park closure",Relevant
Wed Mar 18 15:23:19 +0000 2015  Pls report the location to  by phone or online:  Thank you,Non-Relevant
Wed Mar 18 15:15:23 +0000 2015 Ride the  Come to  &amp;  Open House tomorrow btn 6-8pm  585 Schenectady Ave to discuss new B46 SBS,Non-Relevant
Wed Mar 18 14:36:16 +0000 2015 Closure begins today thru 5/31 for restoration work on the  Pedestrian Bridge  Brooklyn.,Relevant
Wed Mar 18 14:30:22 +0000 2015  Pls feel free to contact your Borough Commissioner's office with transportation suggestions,Non-Relevant
"Wed Mar 18 14:26:11 +0000 2015  Report traffic signal outage by calling 311,  - DOT account not monitored 24/7 nor accepting service requests via twitter",Non-Relevant
"Wed Mar 18 13:48:17 +0000 2015  (2) Pls be sure to report pothole location to  via DM, 311 app, calling 311 or online",Non-Relevant
Wed Mar 18 13:47:27 +0000 2015  (1) You may submit a vehicular property damage claim form to NYC Comptroller here,Non-Relevant
"Wed Mar 18 13:45:05 +0000 2015   rules are in effect today, March 18. Please follow  for daily updates on ASP schedule and emergency suspensions.",Non-Relevant
Tue Mar 17 20:45:23 +0000 2015 Join us   bike ride to  +  tour 4/18  ,Non-Relevant
"Tue Mar 17 20:42:15 +0000 2015   Pls report potholes or resurfacing requests to  by calling, DM'ing, 311 app,",Non-Relevant
"Tue Mar 17 20:22:58 +0000 2015 Pls DM pothole location to  MT  ""pot holes 13 Ave and 122ndst college point""",Non-Relevant
Tue Mar 17 19:14:26 +0000 2015  You may dispute this speeding violation by contacting   ,Non-Relevant
Tue Mar 17 18:41:00 +0000 2015  You can report sidewalk condition to  by calling 311 or reporting online here:,Non-Relevant
"Tue Mar 17 18:10:40 +0000 2015 Pls report pothole to  via DM - MT  ""Craters Kings Plaza, Bk"" ""   ",Non-Relevant
Tue Mar 17 18:03:38 +0000 2015   -  tweets updates about city bus delays/updates. Or contact  here:,Non-Relevant
Tue Mar 17 17:48:26 +0000 2015 Spot a  on a NYC street? Here are 4 easy ways to report it. hint:  ,Non-Relevant
Tue Mar 17 17:45:23 +0000 2015 Two lanes closed S/B  over  early AM's 3/24+3/25 to replace a gear motor,Relevant
Tue Mar 17 17:02:09 +0000 2015 Lane closures begin 3/19 to paint  over  near 88th St  ,Relevant
Tue Mar 17 16:30:41 +0000 2015  Have you contacted  w/ resurfacing request  ? You may also contact Boro Comm,Non-Relevant
"Tue Mar 17 16:21:13 +0000 2015 Thx for the shout out,  As of Sunday, our crews have repaired 158,552 potholes this winter season",Non-Relevant
"Tue Mar 17 14:27:34 +0000 2015 Pls report condition &amp; website error to  MT  ""broken walk signal; error when I select location: Drivers error '80040e14'""",Non-Relevant
Tue Mar 17 14:22:05 +0000 2015  DOT posts a weekly traffic advisory for road closures here,Non-Relevant
Tue Mar 17 14:05:27 +0000 2015   Pls report St blocked by construction to   + Boro Comm,Non-Relevant
"Tue Mar 17 13:59:48 +0000 2015 Pls report potholes to  via DM, thx! MT  ""Please fix this crater on 116 street and Broadway""",Non-Relevant
"Tue Mar 17 13:18:26 +0000 2015 Happy  Manhattan street closures during today's parade, from 11am-5pm:",Relevant
Tue Mar 17 13:02:18 +0000 2015  Pls contact DEP  to learn more about fire hydrant placements/locations in NYC:,Non-Relevant
Mon Mar 16 18:45:37 +0000 2015 Free car seat safety checks are happening this Saturday 3/21. Call 212-839-4750 to make an appointment.,Non-Relevant
"Mon Mar 16 18:39:53 +0000 2015 BQE, west-bound center lane currently closed for emergency repair. Be advised, 2 west-bound lanes will be closed following rush hour.",Relevant
"Mon Mar 16 17:56:17 +0000 2015  The link was provided for official reporting of the incident. Under topic, please select 'employee' and describe the issue.",Non-Relevant
Mon Mar 16 17:05:36 +0000 2015 Reminder: Apply by Friday 3/20 to help  beautify the 191st St Tunnel   ,Non-Relevant
"Mon Mar 16 15:45:37 +0000 2015     For quickest response, please report by using this online form:",Non-Relevant
Mon Mar 16 15:44:28 +0000 2015    For quickest response please report by calling 311 or using their online form:,Non-Relevant
Mon Mar 16 15:40:32 +0000 2015    Please report potholes on Grand Central Parkway to  by calling 800-Pothole,Non-Relevant
Mon Mar 16 15:39:32 +0000 2015  Please report Access-a-Ride concerns to   Contact info here:,Non-Relevant
Mon Mar 16 15:37:54 +0000 2015   Highway/Parkway pothole conditions can be reported online here:,Non-Relevant
Mon Mar 16 15:35:40 +0000 2015   Please report street conditions here:  so a roadway maintenance crew can be assigned.,Non-Relevant
Mon Mar 16 15:33:08 +0000 2015   Please share highway pothole locations here:,Non-Relevant
Mon Mar 16 15:28:18 +0000 2015    Requests for marking repair can be reported here:,Non-Relevant
Mon Mar 16 15:24:17 +0000 2015  Concerns about DOT staff can be reported using this online form:,Non-Relevant
Mon Mar 16 15:22:37 +0000 2015  Please report potholes on Grand Central Parkway to  by calling 800-Pothole,Non-Relevant
Mon Mar 16 15:20:53 +0000 2015  Please use:  to share with our BK Commissioner's Office.  You may also want to contact pct re: enforcement,Non-Relevant
"Mon Mar 16 14:00:37 +0000 2015     Concerns about illegal parking can be reported to 311,  or local precinct",Non-Relevant
Sat Mar 14 17:15:31 +0000 2015 The 191st St Tunnel needs some love! Apply by 3/20 to help  beautify   ,Non-Relevant
Fri Mar 13 18:15:43 +0000 2015 Want better bus service on the Utica Ave B46? Join us &amp;   for public open house Thurs 3/19,Non-Relevant
"Fri Mar 13 17:52:57 +0000 2015   Please contact  for pothole conditions on the LIE, by calling 511 or via",Non-Relevant
Fri Mar 13 15:51:50 +0000 2015 Overnight detours tonight for  Mn-bound traffic. No detours Sat/Sun,Relevant
Fri Mar 13 15:25:27 +0000 2015 Take a  with  Now in     ,Non-Relevant
Fri Mar 13 15:18:24 +0000 2015  Mn-bound overnight detour on FRI 3/13. No closures Sat/Sun PM. PM closures resume Mon (3/16),Relevant
"Fri Mar 13 13:24:10 +0000 2015    For quickest assignment &amp; response, please share pedestrian signal issues by calling",Non-Relevant
"Fri Mar 13 10:08:13 +0000 2015 Pls DM pothole location to  - MT  ""large  on 27th st b/t 5th ave &amp; 6th ave mnhtn""",Non-Relevant
"Thu Mar 12 23:28:11 +0000 2015 Pls report to  by DM , Thx! MT  ""there is a 5 inch pothole on Hendrix st between sunnyside and Jamaica""",Non-Relevant
Thu Mar 12 22:00:41 +0000 2015   Thx for letting us know. We will try to clarify our message in the future.,Non-Relevant
"Thu Mar 12 21:48:39 +0000 2015 Please report to  for quickest attn - MT  ""traffic light is out in 13th ave and 50 st causing a major hazardous condition""",Non-Relevant
Thu Mar 12 20:57:41 +0000 2015  urgent repairs continue this evening at 7pm w/ one lane closed in each direction. Lanes will re-open for Fri AM rush hour,Relevant
Thu Mar 12 20:51:24 +0000 2015  staircase entrance to  Promenade closed nightly 11pm-6am btn 3/19-3/26,Relevant
Thu Mar 12 18:25:16 +0000 2015   The Jackie Robinson Parkway is owned by  Contact 511 to report roadway condition/issue via,Non-Relevant
Thu Mar 12 16:25:22 +0000 2015 RT  New York City 1910 -  (NYC MunIcipal Archives)   ,Non-Relevant
Thu Mar 12 16:17:15 +0000 2015  repair crews are out again today! Please report potholes to  via DM. Pic: 7th Ave/19th St  ,Non-Relevant
Thu Mar 12 15:00:50 +0000 2015 Talking 'Transportation in Transition' at  annual meeting with US DOT Under Secretary Rogoff,Non-Relevant
Thu Mar 12 14:18:13 +0000 2015 The  is back on regular schedule.,Non-Relevant
"Thu Mar 12 14:05:01 +0000 2015 Pls report to  this is not a DOT device, MT  ""traffic cable installed on Kent bike lane 6"" off pavement""",Non-Relevant
Thu Mar 12 13:15:47 +0000 2015 RT  Brooklyn Bridge in 1905     ,Non-Relevant
Thu Mar 12 11:45:55 +0000 2015  FYI Due to earlier NYPD activity the  will be operating on a 3 boat schedule.,Non-Relevant
Thu Mar 12 11:45:18 +0000 2015 Due to earlier NYPD activity the  will be operating on a 3 boat schedule.,Non-Relevant
Thu Mar 12 02:01:26 +0000 2015 DOT Deputy Comm Galileo Orlando talks  &amp; roadway repairs w  at 11p on  ,Non-Relevant
Wed Mar 11 23:10:38 +0000 2015 Construction of marine span began this week for temp  Follow the project at  ,Non-Relevant
"Wed Mar 11 22:35:01 +0000 2015 Thx for sharing the location, pls be sure to let  know too. MT  ""by Penn Station on 8th Ave""  ",Non-Relevant
"Wed Mar 11 22:02:57 +0000 2015 Traffic now restored on   Drawbridge. Electricians remain on location to conduct testing, may have continued delays",Relevant
Wed Mar 11 20:50:56 +0000 2015   drawbridge is stuck in open position. Electricians responding. Expect delays in the area.,Relevant
Wed Mar 11 20:43:15 +0000 2015   Pls report location needing snow removal to  by calling or reporting here:  Thx,Non-Relevant
Wed Mar 11 20:34:09 +0000 2015  Pothole repair crews are working in all boroughs today! Pls report location to  by DM or,Non-Relevant
Wed Mar 11 20:00:57 +0000 2015 During today's inspection crews ID'd emergency repair  Work will begin tonight 7pm &amp; will require closure of 1 e/b lane.,Relevant
Wed Mar 11 14:31:25 +0000 2015 A DOT crew is out this morning fixing  on  with the   ,Non-Relevant
Wed Mar 11 14:01:40 +0000 2015 Reminder: Lane closures on S/B  over  TONIGHT 11:45PM-Thurs 4am,Relevant
"Wed Mar 11 12:54:42 +0000 2015 Good morning NYC,    ",Non-Relevant
Tue Mar 10 23:01:46 +0000 2015 Encouraging muralists &amp; street artists to apply to beautify 191st St Tunnel in  Deadline is 3/20,Non-Relevant
Tue Mar 10 20:49:57 +0000 2015 How do  form? Check out  video to see how winter weather effects our roadways:,Non-Relevant
Tue Mar 10 20:46:57 +0000 2015  Pls feel free to share your suggestion with the Brooklyn Borough Commissioner's office,Non-Relevant
Tue Mar 10 20:45:32 +0000 2015 Ride the B46? Open house 3/19 to discuss Utica Ave/Malcolm X Blvd  route  ,Non-Relevant
Tue Mar 10 20:36:42 +0000 2015  Traffic signal has green turning signal. Small green lights on Fulton St. street lights are owned &amp; maintained by local BID.,Non-Relevant
"Tue Mar 10 20:25:56 +0000 2015 No contest! But please report cross streets to   MT  ""Potholes on 85th. biggest pothole contest?""",Non-Relevant
Tue Mar 10 20:00:32 +0000 2015 Plan for  pedestrian /  partial lane obstruction next Thurs/Fri (11pm-6am) for preventative maintenance work,Non-Relevant
Tue Mar 10 19:53:44 +0000 2015  Pls feel free to share your suggestion with DOT here:,Non-Relevant
Tue Mar 10 19:31:05 +0000 2015   FYI DOT does not issue parking permits for flatbed trucks; follow commercial parking rules,Non-Relevant
Tue Mar 10 18:34:02 +0000 2015 LW's icy weather delayed arrival of barges necessary for  over  restoration. Bridge scheduled to close 3/18,Relevant
Tue Mar 10 16:15:29 +0000 2015  Please report to  by calling or reporting online  thank you,Non-Relevant
Tue Mar 10 15:41:39 +0000 2015 Pls report pothole to  Thx!  MT  winter has done a number on our streets. Madison Ave b/t 98th &amp; 100th,Non-Relevant
Tue Mar 10 15:06:06 +0000 2015   Feel free to contact our SI Borough Commissioner's office to request a bus lane for this location,Non-Relevant
"Tue Mar 10 14:47:05 +0000 2015  Pls contact  regarding I-87, here's how:",Non-Relevant
Tue Mar 10 14:12:49 +0000 2015  Crews are out repairing potholes all over NYC:  Pls report potholes to  ,Non-Relevant
Tue Mar 10 14:08:15 +0000 2015   Please call 911 to report reckless driving.,Non-Relevant
"Tue Mar 10 12:30:48 +0000 2015 Rescheduled lane closures e/b  Joralemon to Middagh; 3/16-4/30. T-F 1 lane 12:01-5am, 2 lanes 1-5am. Sat til 6am.",Relevant
Mon Mar 09 22:30:42 +0000 2015 Lane closures on S/B  over  this Wed 3/11 11:45PM-Thurs 4am,Relevant
Mon Mar 09 21:27:19 +0000 2015  will update CB1 Brooklyn re  expansion into   Tues 6:30pm  211 Ainslie,Non-Relevant
"Mon Mar 09 18:47:49 +0000 2015  raises new American flags on top of the  today, a refreshing sight after this bitter winter",Non-Relevant
Mon Mar 09 18:17:16 +0000 2015  You may report the condition to  here:,Non-Relevant
"Mon Mar 09 16:28:26 +0000 2015 This winter season  crews have repaired 126,138 potholes in NYC! Learn more  ",Non-Relevant
Mon Mar 09 16:02:13 +0000 2015 Reminder  Qns-bd Lower Rdy lane closure begins tomorrow 3/10 thru 6/7: M-F 12:01-5am Sat 1am-10am,Relevant
Mon Mar 09 14:15:51 +0000 2015    Pls report potholes on Grand Central Parkway to  by calling 800-Pothole,Non-Relevant
Mon Mar 09 14:05:12 +0000 2015  Pls report pothole to  or contact DOT's Borough Commissioner's office to request resurfacing,Non-Relevant
"Mon Mar 09 14:00:45 +0000 2015 Hi there,  - I think you found an old tweet from 1/25/15",Non-Relevant
Mon Mar 09 13:58:14 +0000 2015  Pls report pothole location to  You may file vehicle property damage claim with NYC Comptroller:,Non-Relevant
Mon Mar 09 13:52:13 +0000 2015 How to report NYC street  1) 311's App  2) Report Online  3) DM  or 4) Call 311,Non-Relevant
"Mon Mar 09 13:41:04 +0000 2015 Thx but pls report to  MT  ""potholes along 168St near Grand Central Pkwy Qns. Also a big one ON Westbound GCP at 168St light""",Non-Relevant
"Mon Mar 09 13:40:01 +0000 2015 Pls report pothole location to  MT  ""Potholes on Eastbound Grand Central Pkwy (highway), Qns right after Utopia Pkway exit""",Non-Relevant
"Mon Mar 09 13:37:37 +0000 2015  Pls report street/intersection to  via DM, Ph, App or online here:",Non-Relevant
"Mon Mar 09 13:34:38 +0000 2015 Pls report via DM app ph to  Thx! MT  ""Dangerous potholes ON eastbound horace harding exp Qns after College Point blvd light""",Non-Relevant
"Fri Mar 06 20:40:24 +0000 2015  will be suspended tomorrow, Saturday, March 7 due to snow operations. Meters will remain in effect.",Relevant
"Fri Mar 06 19:39:49 +0000 2015   Although we take steps to minimize inconvenience, our crews must work at all hours to safely repair NYC streets.",Non-Relevant
"Fri Mar 06 19:23:17 +0000 2015 Somebody found a nice, sunny spot on a  in  today :)",Non-Relevant
Fri Mar 06 19:02:34 +0000 2015 Tomorrow 3/7 at 10 am: Meet the  at 39th &amp; Broadway for a tour of  newest sculptures  ,Non-Relevant
"Fri Mar 06 18:24:38 +0000 2015   restoration work rescheduled to 3/14-3/19: Sat/Sun 7am-1pm, weeknights 11pm-5am",Relevant
Fri Mar 06 18:22:33 +0000 2015   bike lane closed intermittently 3/14-3/19 Sat/Sun 7am-1pm &amp; weeknights 11pm-5am,Relevant
Fri Mar 06 18:18:34 +0000 2015 Restoration work on   rescheduled to Sat/Sun 7am-1pm in March due to weather delays.,Relevant
Fri Mar 06 17:58:31 +0000 2015  Mn-bound overnight detours resume tonight (3/6). No closures Sat/Sun PM. PM closures resume Mon (3/9),Relevant
Fri Mar 06 17:55:54 +0000 2015  Nice to hear that they were able to help you!  - Pls be sure to thank,Non-Relevant
Fri Mar 06 17:51:36 +0000 2015  Pls report the location of the defaced signs to  by calling or reporting online:,Non-Relevant
"Fri Mar 06 17:46:51 +0000 2015  Pls report the location to  by calling or reporting a missing ""Street Cleaning - ASP"" sign here:",Non-Relevant
Fri Mar 06 15:14:45 +0000 2015   This morning's cancellations were due to earlier NYPD activity. The  is back on schedule!,Non-Relevant
Fri Mar 06 15:14:11 +0000 2015  Cancellations due to earlier NYPD activity.  is back on schedule,Non-Relevant
Fri Mar 06 14:58:30 +0000 2015   During storms track DSNY snow removal at  or report roadway to  ,Relevant
Fri Mar 06 14:56:16 +0000 2015  Pls report the location to  so DSNY snow removal crews are notified,Relevant
Fri Mar 06 14:42:06 +0000 2015  Please report the location to  so that the appropriate agency may be notified to clear the snow.,Relevant
"Fri Mar 06 14:39:50 +0000 2015 Pls report to  MT  ""(unsheltered) bus stop  31st St &amp; 20th Ave  is never cleared of snow""",Relevant
Fri Mar 06 14:38:17 +0000 2015   are maintained and operated by the  You may contact them here:,Non-Relevant
"Thu Mar 05 21:25:57 +0000 2015  will be suspended tomorrow, Friday, March 6 due to snow operations. Meters remain in effect.",Relevant
"Thu Mar 05 19:05:47 +0000 2015  Yes, the  is on schedule",Non-Relevant
Thu Mar 05 18:36:38 +0000 2015  lane closure on two nights btn 3/9-3/13 (10pm-5am). One lane will remain open at all times.,Relevant
Thu Mar 05 18:26:02 +0000 2015    You can track  snow removal at  or,Non-Relevant
Thu Mar 05 17:48:20 +0000 2015    DOT's franchisee clears snow from bus shelters; please contact  re bus stops without shelters,Non-Relevant
Thu Mar 05 15:53:41 +0000 2015 Look forward to working with  to get authorization for design-build bidding process from Albany,Non-Relevant
"Thu Mar 05 15:52:14 +0000 2015 DOT announces   initiative to resign and reconstruct Queens Blvd, 4th Ave Bk, Atlantic Ave E NY, Grand Concourse Bx",Non-Relevant
Thu Mar 05 15:50:17 +0000 2015 DOT retrofitting all street lights with LED tech - safer and greener,Non-Relevant
"Thu Mar 05 15:49:42 +0000 2015 In Nov, DOT initiated reconstruction of Harlem River Drive Viaduct over 127th St; $150M project will add at least 75yrs of life to structure",Non-Relevant
Thu Mar 05 15:45:47 +0000 2015 Discussing DOT's FY2016 preliminary budget with  ,Non-Relevant
Thu Mar 05 14:32:08 +0000 2015  Harlem River Drive is maintained by  call 511 &amp; GW Bridge by  ph212-435-3008,Non-Relevant
Thu Mar 05 14:24:53 +0000 2015  Pls feel free to follow  for twice daily  updates via Twitter.,Non-Relevant
"Thu Mar 05 14:15:07 +0000 2015   Correct, the Major Deegan Expressway is maintained by  - Please call 511 to report street condition/issue.",Non-Relevant
"Thu Mar 05 14:03:42 +0000 2015 Report traffic signal to  for immediate assistance: Call or  MT  ""Traffic Lights out Lee Ave &amp; Rodney St""",Non-Relevant
"Wed Mar 04 22:35:01 +0000 2015  Our training is full, but there may be other classes in Westchester or Nassau County.",Non-Relevant
Wed Mar 04 22:17:39 +0000 2015  Thx for the share; looks like Canada has a future Asphalt technologist in the making!,Non-Relevant
